machine_id,timestamp,temperature_c,vibration_mm_s,current_a,pressure_bar,status
CNV-B2,2026-06-10T13:53:00,69.69,3.04,10.16,6.95,normal
CNV-B2,2026-06-10T13:54:00,59.57,3.33,11.05,7.0,normal
CNV-B2,2026-06-10T13:55:00,57.25,2.74,9.62,6.83,normal
CNV-B2,2026-06-10T13:56:00,66.92,4.1,10.01,6.65,normal
CNV-B2,2026-06-10T13:57:00,69.6,3.38,11.77,6.89,normal
CNV-B2,2026-06-10T13:58:00,60.37,2.4,8.95,7.0,normal
CNV-B2,2026-06-10T13:59:00,69.75,4.31,11.34,7.15,normal
CNV-B2,2026-06-10T14:00:00,62.68,2.51,11.35,6.93,normal
CNV-B2,2026-06-10T14:01:00,65.43,3.43,10.82,7.19,normal
CNV-B2,2026-06-10T14:02:00,70.18,3.53,11.35,6.95,normal
CNV-B2,2026-06-10T14:03:00,63.16,3.65,9.11,7.12,normal
CNV-B2,2026-06-10T14:04:00,60.22,3.37,9.65,6.97,normal
CNV-B2,2026-06-10T14:05:00,64.86,2.24,10.92,6.63,normal
CNV-B2,2026-06-10T14:06:00,68.52,3.2,10.9,6.51,normal
CNV-B2,2026-06-10T14:07:00,62.64,2.92,11.36,7.3,normal
CNV-B2,2026-06-10T14:08:00,61.78,3.85,8.33,6.44,normal
CNV-B2,2026-06-10T14:09:00,61.16,2.39,8.92,6.92,normal
CNV-B2,2026-06-10T14:10:00,64.14,3.43,11.19,6.88,normal
CNV-B2,2026-06-10T14:11:00,67.63,3.16,9.31,7.12,normal
CNV-B2,2026-06-10T14:12:00,62.64,2.64,10.32,6.53,normal
CNV-B2,2026-06-10T14:13:00,63.33,3.41,10.85,6.53,normal
CNV-B2,2026-06-10T14:14:00,63.05,3.84,11.0,7.42,normal
CNV-B2,2026-06-10T14:15:00,69.72,3.89,9.11,7.03,normal
CNV-B2,2026-06-10T14:16:00,64.79,2.87,10.67,7.08,normal
CNV-B2,2026-06-10T14:17:00,67.0,2.67,11.24,6.61,normal
CNV-B2,2026-06-10T14:18:00,65.87,3.02,10.28,7.03,normal
CNV-B2,2026-06-10T14:19:00,60.84,4.37,8.68,6.62,normal
CNV-B2,2026-06-10T14:20:00,66.48,3.55,10.4,6.78,normal
CNV-B2,2026-06-10T14:21:00,66.64,3.06,11.89,7.05,normal
CNV-B2,2026-06-10T14:22:00,68.49,2.62,10.42,6.71,normal
CNV-B2,2026-06-10T14:23:00,60.98,3.42,9.96,7.0,normal
CNV-B2,2026-06-10T14:24:00,60.72,4.23,9.6,6.87,normal
CNV-B2,2026-06-10T14:25:00,68.17,2.86,11.35,6.43,normal
CNV-B2,2026-06-10T14:26:00,70.81,3.21,9.9,6.71,normal
CNV-B2,2026-06-10T14:27:00,68.24,2.85,9.75,6.73,normal
CNV-B2,2026-06-10T14:28:00,60.29,4.29,9.93,7.05,normal
CNV-B2,2026-06-10T14:29:00,65.84,2.61,10.49,7.04,normal
CNV-B2,2026-06-10T14:30:00,64.25,3.92,11.52,7.08,normal
CNV-B2,2026-06-10T14:31:00,63.16,2.55,9.89,6.86,normal
CNV-B2,2026-06-10T14:32:00,67.18,1.9,10.49,6.85,normal
CNV-B2,2026-06-10T14:33:00,63.89,3.97,10.92,7.19,normal
CNV-B2,2026-06-10T14:34:00,64.14,3.76,12.14,7.19,normal
CNV-B2,2026-06-10T14:35:00,60.63,3.05,10.15,6.95,normal
CNV-B2,2026-06-10T14:36:00,67.75,2.7,10.57,6.19,normal
CNV-B2,2026-06-10T14:37:00,70.77,2.89,10.56,6.71,normal
CNV-B2,2026-06-10T14:38:00,69.58,1.5,10.48,6.77,normal
CNV-B2,2026-06-10T14:39:00,63.19,4.24,9.61,7.03,normal
CNV-B2,2026-06-10T14:40:00,66.43,3.96,9.83,6.58,normal
CNV-B2,2026-06-10T14:41:00,69.38,3.46,8.96,6.64,normal
CNV-B2,2026-06-10T14:42:00,66.55,3.7,9.82,5.93,normal
CNV-B2,2026-06-10T14:43:00,67.09,2.47,8.48,5.95,normal
CNV-B2,2026-06-10T14:44:00,68.26,3.28,10.27,7.22,normal
CNV-B2,2026-06-10T14:45:00,67.55,4.17,9.11,6.79,normal
CNV-B2,2026-06-10T14:46:00,58.53,3.06,10.25,6.99,normal
CNV-B2,2026-06-10T14:47:00,65.18,3.57,11.2,7.45,normal
CNV-B2,2026-06-10T14:48:00,63.74,2.64,10.75,6.56,normal
CNV-B2,2026-06-10T14:49:00,70.93,3.03,9.93,6.66,normal
CNV-B2,2026-06-10T14:50:00,67.87,3.11,9.86,7.3,normal
CNV-B2,2026-06-10T14:51:00,61.58,3.22,11.15,6.31,normal
CNV-B2,2026-06-10T14:52:00,66.92,2.57,11.32,6.51,normal
CNV-B2,2026-06-10T14:53:00,67.77,3.86,11.36,6.88,normal
CNV-B2,2026-06-10T14:54:00,64.07,2.85,11.97,6.59,normal
CNV-B2,2026-06-10T14:55:00,60.85,3.6,9.7,6.51,normal
CNV-B2,2026-06-10T14:56:00,59.23,2.91,10.42,6.87,normal
CNV-B2,2026-06-10T14:57:00,68.81,3.52,10.31,6.74,normal
CNV-B2,2026-06-10T14:58:00,67.04,3.96,10.63,6.66,normal
CNV-B2,2026-06-10T14:59:00,61.03,2.33,11.17,6.97,normal
CNV-B2,2026-06-10T15:00:00,67.31,3.12,11.91,6.65,normal
CNV-B2,2026-06-10T15:01:00,68.82,3.18,9.89,6.98,normal
CNV-B2,2026-06-10T15:02:00,66.64,3.41,10.58,6.79,normal
CNV-B2,2026-06-10T15:03:00,74.55,3.91,11.22,6.83,normal
CNV-B2,2026-06-10T15:04:00,69.03,3.51,10.53,6.71,normal
CNV-B2,2026-06-10T15:05:00,64.68,1.3,10.71,6.65,normal
CNV-B2,2026-06-10T15:06:00,71.37,3.21,9.31,6.79,normal
CNV-B2,2026-06-10T15:07:00,60.82,3.48,10.79,7.09,normal
CNV-B2,2026-06-10T15:08:00,61.84,3.22,9.13,7.01,normal
CNV-B2,2026-06-10T15:09:00,67.08,3.5,10.5,6.92,normal
CNV-B2,2026-06-10T15:10:00,71.42,3.03,10.64,6.47,normal
CNV-B2,2026-06-10T15:11:00,61.53,3.26,11.6,6.72,normal
CNV-B2,2026-06-10T15:12:00,64.06,2.96,9.97,6.89,normal
CNV-B2,2026-06-10T15:13:00,59.01,3.97,9.83,7.02,normal
CNV-B2,2026-06-10T15:14:00,59.92,3.6,11.17,6.92,normal
CNV-B2,2026-06-10T15:15:00,61.02,3.35,9.32,6.72,normal
CNV-B2,2026-06-10T15:16:00,69.12,3.68,10.52,6.51,normal
CNV-B2,2026-06-10T15:17:00,67.58,3.21,8.18,7.03,normal
CNV-B2,2026-06-10T15:18:00,64.9,3.92,9.4,5.85,normal
CNV-B2,2026-06-10T15:19:00,66.12,3.37,8.81,6.51,normal
CNV-B2,2026-06-10T15:20:00,76.02,3.02,11.23,6.6,normal
CNV-B2,2026-06-10T15:21:00,56.64,3.1,10.23,6.68,normal
CNV-B2,2026-06-10T15:22:00,64.54,3.36,10.35,6.42,normal
CNV-B2,2026-06-10T15:23:00,66.94,2.03,8.45,7.02,normal
CNV-B2,2026-06-10T15:24:00,67.03,3.17,9.1,6.59,normal
CNV-B2,2026-06-10T15:25:00,63.95,2.24,9.76,7.0,normal
CNV-B2,2026-06-10T15:26:00,70.71,2.95,11.26,6.23,normal
CNV-B2,2026-06-10T15:27:00,67.64,2.72,10.81,6.73,normal
CNV-B2,2026-06-10T15:28:00,70.28,2.68,11.13,6.72,normal
CNV-B2,2026-06-10T15:29:00,64.37,3.09,9.65,6.8,normal
CNV-B2,2026-06-10T15:30:00,64.75,3.34,10.58,7.04,normal
CNV-B2,2026-06-10T15:31:00,68.69,2.57,11.37,6.44,normal
CNV-B2,2026-06-10T15:32:00,67.35,3.57,8.59,6.83,normal
CNV-B2,2026-06-10T15:33:00,63.13,2.74,11.85,6.6,normal
CNV-B2,2026-06-10T15:34:00,61.77,3.25,11.19,6.76,normal
CNV-B2,2026-06-10T15:35:00,69.67,3.52,8.32,6.64,normal
CNV-B2,2026-06-10T15:36:00,62.75,3.49,7.88,7.56,normal
CNV-B2,2026-06-10T15:37:00,67.12,3.29,11.68,7.5,normal
CNV-B2,2026-06-10T15:38:00,68.48,3.77,10.63,6.76,normal
CNV-B2,2026-06-10T15:39:00,63.1,2.7,9.81,6.39,normal
CNV-B2,2026-06-10T15:40:00,64.7,2.19,10.69,6.79,normal
CNV-B2,2026-06-10T15:41:00,65.59,2.89,13.58,7.21,normal
CNV-B2,2026-06-10T15:42:00,60.02,3.34,9.89,6.5,normal
CNV-B2,2026-06-10T15:43:00,59.64,3.46,9.82,7.09,normal
CNV-B2,2026-06-10T15:44:00,68.98,4.02,9.65,6.94,normal
CNV-B2,2026-06-10T15:45:00,67.53,2.92,9.73,7.28,normal
CNV-B2,2026-06-10T15:46:00,65.91,3.58,9.68,6.43,normal
CNV-B2,2026-06-10T15:47:00,62.72,3.13,9.44,6.8,normal
CNV-B2,2026-06-10T15:48:00,58.25,2.53,11.17,6.98,normal
CNV-B2,2026-06-10T15:49:00,63.43,2.59,9.47,6.69,normal
CNV-B2,2026-06-10T15:50:00,67.58,3.76,10.0,6.45,normal
CNV-B2,2026-06-10T15:51:00,66.07,2.71,9.98,7.2,normal
CNV-B2,2026-06-10T15:52:00,68.31,3.29,9.23,6.86,normal
CNV-B2,2026-06-10T15:53:00,69.25,2.97,11.85,7.19,normal
CNV-B2,2026-06-10T15:54:00,71.65,3.38,11.09,7.22,normal
CNV-B2,2026-06-10T15:55:00,66.79,2.9,10.05,6.87,normal
CNV-B2,2026-06-10T15:56:00,59.84,3.11,11.6,6.14,normal
CNV-B2,2026-06-10T15:57:00,71.14,3.87,10.04,6.96,normal
CNV-B2,2026-06-10T15:58:00,65.01,3.94,11.48,6.38,normal
CNV-B2,2026-06-10T15:59:00,67.35,3.08,10.58,6.58,normal
CNV-B2,2026-06-10T16:00:00,71.99,3.82,9.76,6.4,normal
CNV-B2,2026-06-10T16:01:00,63.46,3.46,10.74,7.18,normal
CNV-B2,2026-06-10T16:02:00,68.16,3.78,10.83,6.38,normal
CNV-B2,2026-06-10T16:03:00,64.22,3.84,10.45,6.95,normal
CNV-B2,2026-06-10T16:04:00,63.73,2.58,10.38,6.89,normal
CNV-B2,2026-06-10T16:05:00,62.38,3.06,9.56,7.14,normal
CNV-B2,2026-06-10T16:06:00,63.82,4.07,12.03,6.78,normal
CNV-B2,2026-06-10T16:07:00,60.97,1.95,9.03,6.39,normal
CNV-B2,2026-06-10T16:08:00,70.51,3.27,10.89,6.13,normal
CNV-B2,2026-06-10T16:09:00,60.21,3.73,10.79,6.76,normal
CNV-B2,2026-06-10T16:10:00,67.26,4.18,10.28,6.82,normal
CNV-B2,2026-06-10T16:11:00,65.77,4.64,8.4,7.0,normal
CNV-B2,2026-06-10T16:12:00,64.54,3.54,9.84,6.79,normal
CNV-B2,2026-06-10T16:13:00,67.85,5.07,11.31,6.55,normal
CNV-B2,2026-06-10T16:14:00,63.3,2.93,8.7,6.7,normal
CNV-B2,2026-06-10T16:15:00,67.93,2.44,11.55,6.95,normal
CNV-B2,2026-06-10T16:16:00,62.06,3.12,12.1,7.02,normal
CNV-B2,2026-06-10T16:17:00,65.04,3.06,10.58,6.65,normal
CNV-B2,2026-06-10T16:18:00,56.58,4.43,10.66,6.92,normal
CNV-B2,2026-06-10T16:19:00,64.77,2.76,10.31,6.32,normal
CNV-B2,2026-06-10T16:20:00,74.11,2.46,9.47,6.67,normal
CNV-B2,2026-06-10T16:21:00,70.15,3.21,9.26,7.18,normal
CNV-B2,2026-06-10T16:22:00,67.92,3.52,11.22,7.52,normal
CNV-B2,2026-06-10T16:23:00,73.74,2.79,12.12,6.91,normal
CNV-B2,2026-06-10T16:24:00,67.0,2.18,10.33,6.56,normal
CNV-B2,2026-06-10T16:25:00,68.31,3.84,8.43,6.79,normal
CNV-B2,2026-06-10T16:26:00,69.49,3.09,11.23,6.91,normal
CNV-B2,2026-06-10T16:27:00,66.37,3.04,9.28,6.46,normal
CNV-B2,2026-06-10T16:28:00,67.84,3.21,10.36,6.67,normal
CNV-B2,2026-06-10T16:29:00,63.78,3.83,10.16,6.4,normal
CNV-B2,2026-06-10T16:30:00,67.97,3.08,10.53,7.28,normal
CNV-B2,2026-06-10T16:31:00,64.92,3.37,9.32,6.73,normal
CNV-B2,2026-06-10T16:32:00,67.44,2.27,10.7,6.83,normal
CNV-B2,2026-06-10T16:33:00,65.17,3.82,10.83,7.24,normal
CNV-B2,2026-06-10T16:34:00,61.03,3.28,10.58,6.48,normal
CNV-B2,2026-06-10T16:35:00,68.83,4.59,10.48,6.95,normal
CNV-B2,2026-06-10T16:36:00,65.34,2.77,8.68,6.59,normal
CNV-B2,2026-06-10T16:37:00,59.43,4.22,10.38,6.7,normal
CNV-B2,2026-06-10T16:38:00,68.56,2.53,9.73,6.82,normal
CNV-B2,2026-06-10T16:39:00,69.12,3.5,10.75,6.82,normal
CNV-B2,2026-06-10T16:40:00,66.6,3.32,9.47,6.81,normal
CNV-B2,2026-06-10T16:41:00,60.71,3.25,10.02,7.56,normal
CNV-B2,2026-06-10T16:42:00,64.84,2.36,10.37,6.96,normal
CNV-B2,2026-06-10T16:43:00,71.69,2.85,8.92,7.05,normal
CNV-B2,2026-06-10T16:44:00,59.48,2.94,10.24,6.78,normal
CNV-B2,2026-06-10T16:45:00,67.76,2.79,10.23,6.8,normal
CNV-B2,2026-06-10T16:46:00,65.6,3.26,10.94,7.05,normal
CNV-B2,2026-06-10T16:47:00,66.57,3.47,8.92,6.82,normal
CNV-B2,2026-06-10T16:48:00,66.92,3.64,9.81,6.6,normal
CNV-B2,2026-06-10T16:49:00,62.7,3.52,11.53,6.68,normal
CNV-B2,2026-06-10T16:50:00,68.63,3.27,10.38,6.74,normal
CNV-B2,2026-06-10T16:51:00,67.99,3.4,12.78,6.54,normal
CNV-B2,2026-06-10T16:52:00,67.07,2.88,9.63,6.8,normal
CNV-B2,2026-06-10T16:53:00,65.55,4.95,10.32,6.46,normal
CNV-B2,2026-06-10T16:54:00,66.09,1.96,10.41,6.8,normal
CNV-B2,2026-06-10T16:55:00,68.18,3.78,10.0,6.75,normal
CNV-B2,2026-06-10T16:56:00,61.94,2.52,10.81,6.42,normal
CNV-B2,2026-06-10T16:57:00,63.34,2.6,11.05,7.34,normal
CNV-B2,2026-06-10T16:58:00,59.79,2.09,10.38,6.8,normal
CNV-B2,2026-06-10T16:59:00,65.87,2.93,10.3,6.91,normal
CNV-B2,2026-06-10T17:00:00,69.16,2.03,10.13,6.86,normal
CNV-B2,2026-06-10T17:01:00,61.33,4.24,9.86,6.79,normal
CNV-B2,2026-06-10T17:02:00,67.22,2.85,8.65,6.67,normal
CNV-B2,2026-06-10T17:03:00,69.12,3.0,9.65,7.08,normal
CNV-B2,2026-06-10T17:04:00,63.68,2.89,10.65,7.03,normal
CNV-B2,2026-06-10T17:05:00,74.53,3.7,11.66,6.65,normal
CNV-B2,2026-06-10T17:06:00,60.9,3.24,10.61,6.48,normal
CNV-B2,2026-06-10T17:07:00,64.3,3.44,10.86,6.95,normal
CNV-B2,2026-06-10T17:08:00,66.16,2.9,9.99,6.44,normal
CNV-B2,2026-06-10T17:09:00,72.14,3.21,10.28,6.52,normal
CNV-B2,2026-06-10T17:10:00,76.74,2.56,10.07,6.92,normal
CNV-B2,2026-06-10T17:11:00,67.4,3.77,12.31,6.95,normal
CNV-B2,2026-06-10T17:12:00,60.78,3.05,10.81,7.42,normal
CNV-B2,2026-06-10T17:13:00,59.41,3.92,10.68,7.05,normal
CNV-B2,2026-06-10T17:14:00,64.59,2.69,11.25,7.0,normal
CNV-B2,2026-06-10T17:15:00,68.89,3.19,9.9,6.33,normal
CNV-B2,2026-06-10T17:16:00,68.28,3.45,9.53,6.64,normal
CNV-B2,2026-06-10T17:17:00,63.13,2.31,9.68,6.46,normal
CNV-B2,2026-06-10T17:18:00,63.35,2.76,8.87,7.41,normal
CNV-B2,2026-06-10T17:19:00,70.01,2.73,10.77,6.93,normal
CNV-B2,2026-06-10T17:20:00,69.76,2.71,11.59,6.64,normal
CNV-B2,2026-06-10T17:21:00,59.66,3.63,11.79,7.58,normal
CNV-B2,2026-06-10T17:22:00,60.2,3.62,10.09,7.04,normal
CNV-B2,2026-06-10T17:23:00,59.12,2.44,9.72,6.82,normal
CNV-B2,2026-06-10T17:24:00,62.44,3.6,11.53,6.98,normal
CNV-B2,2026-06-10T17:25:00,71.48,3.45,9.28,7.21,normal
CNV-B2,2026-06-10T17:26:00,62.58,3.75,12.07,6.94,normal
CNV-B2,2026-06-10T17:27:00,59.02,2.65,11.82,6.75,normal
CNV-B2,2026-06-10T17:28:00,65.32,3.66,11.2,6.88,normal
CNV-B2,2026-06-10T17:29:00,64.17,3.01,11.36,6.97,normal
CNV-B2,2026-06-10T17:30:00,63.97,3.85,10.37,6.54,normal
CNV-B2,2026-06-10T17:31:00,61.96,2.61,10.23,7.17,normal
CNV-B2,2026-06-10T17:32:00,61.78,3.31,9.84,6.72,normal
CNV-B2,2026-06-10T17:33:00,58.96,3.07,10.31,6.96,normal
CNV-B2,2026-06-10T17:34:00,65.89,2.48,11.58,6.86,normal
CNV-B2,2026-06-10T17:35:00,65.79,3.19,9.98,6.87,normal
CNV-B2,2026-06-10T17:36:00,66.9,2.15,9.96,6.72,normal
CNV-B2,2026-06-10T17:37:00,66.02,3.92,9.73,6.65,normal
CNV-B2,2026-06-10T17:38:00,62.95,2.72,10.15,7.03,normal
CNV-B2,2026-06-10T17:39:00,60.78,3.46,8.8,6.63,normal
CNV-B2,2026-06-10T17:40:00,63.68,4.2,10.23,6.14,normal
CNV-B2,2026-06-10T17:41:00,57.0,3.22,11.11,6.91,normal
CNV-B2,2026-06-10T17:42:00,65.67,3.9,9.96,7.07,normal
CNV-B2,2026-06-10T17:43:00,58.47,2.66,8.69,6.72,normal
CNV-B2,2026-06-10T17:44:00,64.81,3.27,10.56,6.52,normal
CNV-B2,2026-06-10T17:45:00,64.24,2.3,11.86,6.71,normal
CNV-B2,2026-06-10T17:46:00,63.04,4.15,9.26,6.46,normal
CNV-B2,2026-06-10T17:47:00,60.62,3.16,10.93,7.02,normal
CNV-B2,2026-06-10T17:48:00,75.29,1.85,11.11,6.63,normal
CNV-B2,2026-06-10T17:49:00,62.65,2.83,9.59,7.31,normal
CNV-B2,2026-06-10T17:50:00,68.37,3.21,11.85,6.35,normal
CNV-B2,2026-06-10T17:51:00,59.68,1.89,9.8,6.85,normal
CNV-B2,2026-06-10T17:52:00,65.41,3.29,9.09,7.04,normal
CNV-B2,2026-06-10T17:53:00,65.96,3.64,8.61,6.89,normal
CNV-B2,2026-06-10T17:54:00,60.25,2.96,11.03,6.83,normal
CNV-B2,2026-06-10T17:55:00,61.59,3.2,8.97,7.15,normal
CNV-B2,2026-06-10T17:56:00,64.18,3.87,9.97,6.64,normal
CNV-B2,2026-06-10T17:57:00,61.94,3.73,9.79,6.99,normal
CNV-B2,2026-06-10T17:58:00,63.47,2.01,9.93,6.45,normal
CNV-B2,2026-06-10T17:59:00,65.14,2.49,11.43,6.77,normal
CNV-B2,2026-06-10T18:00:00,64.29,3.59,11.46,6.79,normal
CNV-B2,2026-06-10T18:01:00,61.92,2.14,9.81,6.61,normal
CNV-B2,2026-06-10T18:02:00,65.43,2.99,11.19,6.62,normal
CNV-B2,2026-06-10T18:03:00,64.77,3.91,10.84,6.78,normal
CNV-B2,2026-06-10T18:04:00,62.59,2.82,9.65,6.64,normal
CNV-B2,2026-06-10T18:05:00,68.02,3.07,9.15,7.33,normal
CNV-B2,2026-06-10T18:06:00,66.28,2.36,10.06,6.83,normal
CNV-B2,2026-06-10T18:07:00,71.82,2.54,11.48,7.22,normal
CNV-B2,2026-06-10T18:08:00,62.49,3.03,9.46,6.74,normal
CNV-B2,2026-06-10T18:09:00,64.85,3.6,11.59,6.58,normal
CNV-B2,2026-06-10T18:10:00,57.13,3.19,10.79,6.87,normal
CNV-B2,2026-06-10T18:11:00,63.69,3.27,12.02,6.91,normal
CNV-B2,2026-06-10T18:12:00,63.51,2.9,10.33,7.29,normal
CNV-B2,2026-06-10T18:13:00,64.27,3.19,10.02,7.13,normal
CNV-B2,2026-06-10T18:14:00,72.84,3.47,10.58,6.81,normal
CNV-B2,2026-06-10T18:15:00,55.46,3.65,10.63,6.93,normal
CNV-B2,2026-06-10T18:16:00,62.15,2.97,10.09,7.11,normal
CNV-B2,2026-06-10T18:17:00,63.48,4.45,10.93,6.42,normal
CNV-B2,2026-06-10T18:18:00,64.49,2.81,8.31,7.28,normal
CNV-B2,2026-06-10T18:19:00,67.81,3.52,10.67,6.39,normal
CNV-B2,2026-06-10T18:20:00,63.07,3.71,9.45,6.04,normal
CNV-B2,2026-06-10T18:21:00,64.09,3.11,10.64,7.02,normal
CNV-B2,2026-06-10T18:22:00,67.55,3.36,11.7,6.34,normal
CNV-B2,2026-06-10T18:23:00,67.02,3.58,9.26,6.35,normal
CNV-B2,2026-06-10T18:24:00,62.02,2.8,11.25,6.62,normal
CNV-B2,2026-06-10T18:25:00,61.57,2.83,11.62,6.8,normal
CNV-B2,2026-06-10T18:26:00,64.28,3.13,11.79,6.58,normal
CNV-B2,2026-06-10T18:27:00,70.26,3.33,10.34,7.55,normal
CNV-B2,2026-06-10T18:28:00,60.78,2.99,9.27,7.09,normal
CNV-B2,2026-06-10T18:29:00,71.76,4.2,11.72,6.74,normal
CNV-B2,2026-06-10T18:30:00,63.54,2.2,12.54,6.94,normal
CNV-B2,2026-06-10T18:31:00,63.03,4.0,9.53,6.92,normal
CNV-B2,2026-06-10T18:32:00,64.31,3.58,10.44,6.36,normal
CNV-B2,2026-06-10T18:33:00,65.3,3.83,10.47,7.03,normal
CNV-B2,2026-06-10T18:34:00,60.82,3.18,9.88,7.02,normal
CNV-B2,2026-06-10T18:35:00,65.13,3.61,11.59,7.01,normal
CNV-B2,2026-06-10T18:36:00,66.09,2.6,10.5,6.64,normal
CNV-B2,2026-06-10T18:37:00,63.62,2.98,9.52,6.21,normal
CNV-B2,2026-06-10T18:38:00,62.33,3.32,9.15,6.8,normal
CNV-B2,2026-06-10T18:39:00,72.6,3.81,12.14,6.92,normal
CNV-B2,2026-06-10T18:40:00,69.67,2.77,9.86,5.98,normal
CNV-B2,2026-06-10T18:41:00,69.74,4.12,9.95,6.72,normal
CNV-B2,2026-06-10T18:42:00,61.98,3.43,11.62,6.28,normal
CNV-B2,2026-06-10T18:43:00,66.64,3.03,10.61,6.94,normal
CNV-B2,2026-06-10T18:44:00,64.25,3.14,10.29,7.09,normal
CNV-B2,2026-06-10T18:45:00,66.68,3.33,9.23,6.69,normal
CNV-B2,2026-06-10T18:46:00,68.59,3.22,11.16,7.33,normal
CNV-B2,2026-06-10T18:47:00,69.15,3.26,9.99,6.03,normal
CNV-B2,2026-06-10T18:48:00,64.33,3.0,10.89,6.75,normal
CNV-B2,2026-06-10T18:49:00,63.72,2.13,9.56,6.94,normal
CNV-B2,2026-06-10T18:50:00,71.86,3.14,10.83,7.09,normal
CNV-B2,2026-06-10T18:51:00,61.76,3.42,9.76,7.06,normal
CNV-B2,2026-06-10T18:52:00,65.61,3.38,9.72,7.01,normal
CNV-B2,2026-06-10T18:53:00,73.34,2.6,10.16,6.87,normal
CNV-B2,2026-06-10T18:54:00,68.15,2.86,7.67,7.21,normal
CNV-B2,2026-06-10T18:55:00,68.04,2.15,9.89,7.27,normal
CNV-B2,2026-06-10T18:56:00,70.79,3.76,10.32,6.82,normal
CNV-B2,2026-06-10T18:57:00,64.48,3.88,9.62,6.56,normal
CNV-B2,2026-06-10T18:58:00,69.04,3.17,11.88,6.6,normal
CNV-B2,2026-06-10T18:59:00,64.78,2.65,10.51,6.36,normal
CNV-B2,2026-06-10T19:00:00,63.05,2.34,11.19,7.01,normal
CNV-B2,2026-06-10T19:01:00,58.08,4.0,13.0,6.81,normal
CNV-B2,2026-06-10T19:02:00,62.44,4.89,9.18,6.81,normal
CNV-B2,2026-06-10T19:03:00,65.72,4.01,10.86,6.65,normal
CNV-B2,2026-06-10T19:04:00,61.2,2.99,9.49,6.81,normal
CNV-B2,2026-06-10T19:05:00,62.74,2.3,11.76,6.65,normal
CNV-B2,2026-06-10T19:06:00,59.93,3.1,10.57,6.28,normal
CNV-B2,2026-06-10T19:07:00,66.33,2.57,12.21,6.96,normal
CNV-B2,2026-06-10T19:08:00,63.4,2.75,10.4,6.98,normal
CNV-B2,2026-06-10T19:09:00,64.9,3.07,10.56,6.62,normal
CNV-B2,2026-06-10T19:10:00,63.63,1.95,11.47,6.89,normal
CNV-B2,2026-06-10T19:11:00,61.91,4.34,10.59,6.49,normal
CNV-B2,2026-06-10T19:12:00,68.43,3.44,10.89,6.67,normal
CNV-B2,2026-06-10T19:13:00,66.8,3.04,11.06,6.23,normal
CNV-B2,2026-06-10T19:14:00,63.26,4.23,9.73,6.62,normal
CNV-B2,2026-06-10T19:15:00,63.21,2.47,8.29,6.73,normal
CNV-B2,2026-06-10T19:16:00,65.54,3.17,10.36,6.81,normal
CNV-B2,2026-06-10T19:17:00,69.09,3.09,9.93,6.72,normal
CNV-B2,2026-06-10T19:18:00,67.32,4.05,9.87,6.83,normal
CNV-B2,2026-06-10T19:19:00,66.35,2.6,10.52,6.36,normal
CNV-B2,2026-06-10T19:20:00,57.92,3.42,10.12,6.86,normal
CNV-B2,2026-06-10T19:21:00,64.93,2.61,10.45,6.43,normal
CNV-B2,2026-06-10T19:22:00,70.56,2.39,10.3,6.49,normal
CNV-B2,2026-06-10T19:23:00,67.28,3.0,9.98,7.06,normal
CNV-B2,2026-06-10T19:24:00,65.12,3.51,9.52,6.38,normal
CNV-B2,2026-06-10T19:25:00,65.43,3.01,11.13,6.78,normal
CNV-B2,2026-06-10T19:26:00,65.82,2.23,12.39,6.75,normal
CNV-B2,2026-06-10T19:27:00,67.79,2.7,10.81,6.41,normal
CNV-B2,2026-06-10T19:28:00,66.81,2.99,10.53,7.01,normal
CNV-B2,2026-06-10T19:29:00,60.07,2.79,10.96,7.43,normal
CNV-B2,2026-06-10T19:30:00,64.45,3.55,10.39,7.38,normal
CNV-B2,2026-06-10T19:31:00,58.01,3.26,8.87,6.05,normal
CNV-B2,2026-06-10T19:32:00,66.19,3.28,10.22,6.77,normal
CNV-B2,2026-06-10T19:33:00,77.39,3.05,11.01,6.61,normal
CNV-B2,2026-06-10T19:34:00,66.18,3.06,10.09,7.35,normal
CNV-B2,2026-06-10T19:35:00,69.71,3.28,8.2,6.69,normal
CNV-B2,2026-06-10T19:36:00,75.81,3.06,11.6,7.23,normal
CNV-B2,2026-06-10T19:37:00,65.88,2.69,8.06,7.01,normal
CNV-B2,2026-06-10T19:38:00,61.74,3.31,9.25,6.72,normal
CNV-B2,2026-06-10T19:39:00,65.13,3.36,9.39,7.16,normal
CNV-B2,2026-06-10T19:40:00,62.61,2.2,10.39,6.81,normal
CNV-B2,2026-06-10T19:41:00,65.64,4.02,10.26,6.76,normal
CNV-B2,2026-06-10T19:42:00,60.59,3.69,10.68,6.67,normal
CNV-B2,2026-06-10T19:43:00,57.38,4.07,9.27,6.62,normal
CNV-B2,2026-06-10T19:44:00,66.43,2.48,9.01,6.16,normal
CNV-B2,2026-06-10T19:45:00,67.88,2.87,13.43,6.5,normal
CNV-B2,2026-06-10T19:46:00,61.31,2.86,10.74,6.66,normal
CNV-B2,2026-06-10T19:47:00,67.45,2.61,9.12,6.26,normal
CNV-B2,2026-06-10T19:48:00,56.11,2.89,10.2,6.61,normal
CNV-B2,2026-06-10T19:49:00,69.97,3.94,10.17,6.26,normal
CNV-B2,2026-06-10T19:50:00,62.73,2.84,9.84,6.59,normal
